x     rho     p     u
0.00238 1 1 0
0.00239 1 1 0
0.0024 1 1 0
0.00241 1 1 0
0.00242 1 1 0
0.00243 1 1 0
0.00244 1 1 0
0.00245 1 1 0
0.00246 1 1 0
0.00247 1 1 0
0.00248 1 1 0
0.00249 1 1 0
0.0025 1 1 0
0.00251 1 1 0
0.00252 1 1 0
0.00253 1 1 0
0.00254 1 1 0
0.00255 1 1 0
0.00256 1 1 0
0.00257 1 1 0
0.00258 1 1 0
0.00259 1 1 0
0.0026 1 1 0
0.00261 1 1 0
0.00262 1 1 0
0.00263 1 1 0
0.00264 1 1 0
0.00265 1 1 0
0.00266 1 1 0
0.00267 1 1 0
0.00268 1 1 0
0.00269 1 1 0
0.0027 1 1 0
0.00271 1 1 0
0.00272 1 1 0
0.00273 1 1 0
0.00274 1 1 0
0.00275 1 1 0
0.00276 1 1 0
0.00277 1 1 0
0.00278 1 1 0
0.00279 1 1 0
0.0028 1 1 0
0.00281 1 1 0
0.00282 1 1 0
0.00283 1 1 0
0.00284 1 1 0
0.00285 1 1 0
0.00286 1 1 0
0.00287 1 1 0
0.00288 1 1 0
0.00289 1 1 0
0.0029 1 1 0
0.00291 1 1 0
0.00292 1 1 0
0.00293 1 1 0
0.00294 1 1 0
0.00295 1 1 0
0.00296 1 1 0
0.00297 1 1 0
0.00298 1 1 0
0.00299 1 1 0
0.003 1 1 0
0.00301 1 1 0
0.00302 1 1 0
0.00303 1 1 0
0.00304 1 1 0
0.00305 1 1 0
0.00306 1 1 0
0.00307 1 1 0
0.00308 1 1 0
0.00309 1 1 0
0.0031 1 1 0
0.00311 1 1 0
0.00312 1 1 0
0.00313 1 1 0
0.00314 1 1 0
0.00315 1 1 0
0.00316 1 1 0
0.00317 1 1 0
0.00318 1 1 0
0.00319 1 1 0
0.0032 1 1 0
0.00321 1 1 0
0.00322 1 1 0
0.00323 1 1 0
0.00324 1 1 0
0.00325 1 1 0
0.00326 1 1 0
0.00327 1 1 0
0.00328 1 1 0
0.00329 1 1 0
0.0033 1 1 0
0.00331 1 1 0
0.00332 1 1 0
0.00333 1 1 0
0.00334 1 1 0
0.00335 1 1 0
0.00336 1 1 0
0.00337 1 1 0
0.00338 1 1 0
0.00339 1 1 0
0.0034 1 1 0
0.00341 1 1 0
0.00342 1 1 0
0.00343 1 1 0
0.00344 1 1 0
0.00345 1 1 0
0.00346 1 1 0
0.00347 1 1 0
0.00348 1 1 0
0.00349 1 1 0
0.0035 1 1 0
0.00351 1 1 0
0.00352 1 1 0
0.00353 1 1 0
0.00354 1 1 0
0.00355 1 1 0
0.00356 1 1 0
0.00357 1 1 0
0.00358 1 1 0
0.00359 1 1 0
0.0036 1 1 0
0.00361 1 1 0
0.00362 1 1 0
0.00363 1 1 0
0.00364 1 1 0
0.00365 1 1 0
0.00366 1 1 0
0.00367 1 1 0
0.00368 1 1 0
0.00369 1 1 0
0.0037 1 1 0
0.00371 1 1 0
0.00372 1 1 0
0.00373 1 1 0
0.00374 1 1 0
0.00375 1 1 0
0.00376 1 1 0
0.00377 1 1 0
0.00378 1 1 0
0.00379 1 1 0
0.0038 1 1 0
0.00381 1 1 0
0.00382 1 1 0
0.00383 1 1 0
0.00384 1 1 0
0.00385 1 1 0
0.00386 1 1 0
0.00387 1 1 0
0.00388 1 1 0
0.00389 1 1 0
0.0039 1 1 0
0.00391 1 1 0
0.00392 1 1 0
0.00393 1 1 0
0.00394 1 1 0
0.00395 1 1 0
0.00396 1 1 0
0.00397 1 1 0
0.00398 1 1 0
0.00399 1 1 0
0.004 1 1 0
0.00401 1 1 0
0.00402 1 1 0
0.00403 1 1 0
0.00404 1 1 0
0.00405 1 1 0
0.00406 1 1 0
0.00407 1 1 0
0.00408 1 1 0
0.00409 1 1 0
0.0041 1 1 0
0.00411 1 1 0
0.00412 1 1 0
0.00413 1 1 0
0.00414 1 1 0
0.00415 1 1 0
0.00416 1 1 0
0.00417 1 1 0
0.00418 1 1 0
0.00419 1 1 0
0.0042 1 1 0
0.00421 1 1 0
0.00422 1 1 0
0.00423 1 1 0
0.00424 1 1 0
0.00425 1 1 0
0.00426 1 1 0
0.00427 1 1 0
0.00428 1 1 0
0.00429 1 1 0
0.0043 1 1 0
0.00431 1 1 0
0.00432 1 1 0
0.00433 1 1 0
0.00434 1 1 0
0.00435 1 1 0
0.00436 1 1 0
0.00437 1 1 0
0.00438 1 1 0
0.00439 1 1 0
0.0044 1 1 0
0.00441 1 1 0
0.00442 1 1 0
0.00443 1 1 0
0.00444 1 1 0
0.00445 1 1 0
0.00446 1 1 0
0.00447 1 1 0
0.00448 1 1 0
0.00449 1 1 0
0.0045 1 1 0
0.00451 1 1 0
0.00452 1 1 0
0.00453 1 1 0
0.00454 1 1 0
0.00455 1 1 0
0.00456 1 1 0
0.00457 1 1 0
0.00458 1 1 0
0.00459 1 1 0
0.0046 1 1 0
0.00461 1 1 0
0.00462 1 1 0
0.00463 1 1 0
0.00464 1 1 0
0.00465 1 1 0
0.00466 1 1 0
0.00467 1 1 0
0.00468 1 1 0
0.00469 1 1 0
0.0047 1 1 0
0.00471 1 1 0
0.00472 1 1 0
0.00473 1 1 0
0.00474 1 1 0
0.00475 1 1 0
0.00476 1 1 0
0.00477 1 1 0
0.00478 1 1 0
0.00479 1 1 0
0.0048 1 1 0
0.00481 1 1 0
0.00482 1 1 0
0.00483 1 1 0
0.00484 1 1 0
0.00485 1 1 0
0.00486 1 1 0
0.00487 1 1 0
0.00488 1 1 0
0.00489 1 1 0
0.0049 1 1 0
0.00491 1 1 0
0.00492 1 1 0
0.00493 1 1 0
0.00494 1 1 0
0.00495 1 1 0
0.00496 1 1 0
0.00497 1 1 0
0.00498 1 1 0
0.00499 1 1 0
0.005 1 1 0
0.00501 1 1 0
0.00502 1 1 0
0.00503 1 1 0
0.00504 1 1 0
0.00505 1 1 0
0.00506 1 1 0
0.00507 1 1 0
0.00508 1 1 0
0.00509 1 1 0
0.0051 1 1 0
0.00511 1 1 0
0.00512 1 1 0
0.00513 1 1 0
0.00514 1 1 0
0.00515 1 1 0
0.00516 1 1 0
0.00517 1 1 0
0.00518 1 1 0
0.00519 1 1 0
0.0052 1 1 0
0.00521 1 1 0
0.00522 1 1 0
0.00523 1 1 0
0.00524 1 1 0
0.00525 1 1 0
0.00526 1 1 0
0.00527 1 1 0
0.00528 1 1 0
0.00529 1 1 0
0.0053 1 1 0
0.00531 1 1 0
0.00532 1 1 0
0.00533 1 1 0
0.00534 1 1 0
0.00535 1 1 0
0.00536 1 1 0
0.00537 1 1 0
0.00538 1 1 0
0.00539 1 1 0
0.0054 1 1 0
0.00541 1 1 0
0.00542 1 1 0
0.00543 1 1 0
0.00544 1 1 0
0.00545 1 1 0
0.00546 1 1 0
0.00547 1 1 0
0.00548 1 1 0
0.00549 1 1 0
0.0055 1 1 0
0.00551 1 1 0
0.00552 1 1 0
0.00553 1 1 0
0.00554 1 1 0
0.00555 1 1 0
0.00556 1 1 0
0.00557 1 1 0
0.00558 1 1 0
0.00559 1 1 0
0.0056 1 1 0
0.00561 1 1 0
0.00562 1 1 0
0.00563 1 1 0
0.00564 1 1 0
0.00565 1 1 0
0.00566 1 1 0
0.00567 1 1 0
0.00568 1 1 0
0.00569 1 1 0
0.0057 1 1 0
0.00571 1 1 0
0.00572 1 1 0
0.00573 1 1 0
0.00574 1 1 0
0.00575 1 1 0
0.00576 1 1 0
0.00577 1 1 0
0.00578 1 1 0
0.00579 1 1 0
0.0058 1 1 0
0.00581 1 1 0
0.00582 1 1 0
0.00583 1 1 0
0.00584 1 1 0
0.00585 1 1 0
0.00586 1 1 0
0.00587 1 1 0
0.00588 1 1 0
0.00589 1 1 0
0.0059 1 1 0
0.00591 1 1 0
0.00592 1 1 0
0.00593 1 1 0
0.00594 1 1 0
0.00595 1 1 0
0.00596 1 1 0
0.00597 1 1 0
0.00598 1 1 0
0.00599 1 1 0
0.006 1 1 0
0.00601 1 1 0
0.00602 1 1 0
0.00603 1 1 0
0.00604 1 1 0
0.00605 1 1 0
0.00606 1 1 0
0.00607 1 1 0
0.00608 1 1 0
0.00609 1 1 0
0.0061 1 1 0
0.00611 1 1 0
0.00612 1 1 0
0.00613 1 1 0
0.00614 1 1 0
0.00615 1 1 0
0.00616 1 1 0
0.00617 1 1 0
0.00618 1 1 0
0.00619 1 1 0
0.0062 1 1 0
0.00621 1 1 0
0.00622 1 1 0
0.00623 1 1 0
0.00624 1 1 0
0.00625 1 1 0
0.00626 1 1 0
0.00627 1 1 0
0.00628 1 1 0
0.00629 1 1 0
0.0063 1 1 0
0.00631 1 1 0
0.00632 1 1 0
0.00633 1 1 0
0.00634 1 1 0
0.00635 1 1 0
0.00636 1 1 0
0.00637 1 1 0
0.00638 1 1 0
0.00639 1 1 0
0.0064 1 1 0
0.00641 1 1 0
0.00642 1 1 0
0.00643 1 1 0
0.00644 1 1 0
0.00645 1 1 0
0.00646 1 1 0
0.00647 1 1 0
0.00648 1 1 0
0.00649 1 1 0
0.0065 1 1 0
0.00651 1 1 0
0.00652 1 1 0
0.00653 1 1 0
0.00654 1 1 0
0.00655 1 1 0
0.00656 1 1 0
0.00657 1 1 0
0.00658 1 1 0
0.00659 1 1 0
0.0066 1 1 0
0.00661 1 1 0
0.00662 1 1 0
0.00663 1 1 0
0.00664 1 1 0
0.00665 1 1 0
0.00666 1 1 0
0.00667 1 1 0
0.00668 1 1 0
0.00669 1 1 0
0.0067 1 1 0
0.00671 1 1 0
0.00672 1 1 0
0.00673 1 1 0
0.00674 1 1 0
0.00675 1 1 0
0.00676 1 1 0
0.00677 1 1 0
0.00678 1 1 0
0.00679 1 1 0
0.0068 1 1 0
0.00681 1 1 0
0.00682 1 1 0
0.00683 1 1 0
0.00684 1 1 0
0.00685 1 1 0
0.00686 1 1 0
0.00687 1 1 0
0.00688 1 1 0
0.00689 1 1 0
0.0069 1 1 0
0.00691 1 1 0
0.00692 1 1 0
0.00693 1 1 0
0.00694 1 1 0
0.00695 1 1 0
0.00696 1 1 0
0.00697 1 1 0
0.00698 1 1 0
0.00699 1 1 0
0.007 1 1 0
0.00701 1 1 0
0.00702 1 1 0
0.00703 1 1 0
0.00704 1 1 0
0.00705 1 1 0
0.00706 1 1 0
0.00707 1 1 0
0.00708 1 1 0
0.00709 1 1 0
0.0071 1 1 0
0.00711 1 1 0
0.00712 1 1 0
0.00713 1 1 0
0.00714 1 1 0
0.00715 1 1 0
0.00716 1 1 0
0.00717 1 1 0
0.00718 1 1 0
0.00719 1 1 0
0.0072 1 1 0
0.00721 1 1 0
0.00722 1 1 0
0.00723 1 1 0
0.00724 1 1 0
0.00725 1 1 0
0.00726 1 1 0
0.00727 1 1 0
0.00728 1 1 0
0.00729 1 1 0
0.0073 1 1 0
0.00731 1 1 0
0.00732 1 1 0
0.00733 1 1 0
0.00734 1 1 0
0.00735 1 1 0
0.00736 1 1 0
0.00737 1 1 0
0.00738 1 1 0
0.00739 1 1 0
0.0074 1 1 0
0.00741 1 1 0
0.00742 1 1 0
0.00743 1 1 0
0.00744 1 1 0
0.00745 1 1 0
0.00746 1 1 0
0.00747 1 1 0
0.00748 1 1 0
0.00749 1 1 0
0.0075 1 1 0
0.00751 1 1 0
0.00752 1 1 0
0.00753 1 1 0
0.00754 1 1 0
0.00755 1 1 0
0.00756 1 1 0
0.00757 1 1 0
0.00758 1 1 0
0.00759 1 1 0
0.0076 1 1 0
0.00761 1 1 0
0.00762 1 1 0
0.00763 1 1 0
0.00764 1 1 0
0.00765 1 1 0
0.00766 1 1 0
0.00767 1 1 0
0.00768 1 1 0
0.00769 1 1 0
0.0077 1 1 0
0.00771 1 1 0
0.00772 1 1 0
0.00773 1 1 0
0.00774 1 1 0
0.00775 1 1 0
0.00776 1 1 0
0.00777 1 1 0
0.00778 1 1 0
0.00779 1 1 0
0.0078 1 1 0
0.00781 1 1 0
0.00782 1 1 0
0.00783 1 1 0
0.00784 1 1 0
0.00785 1 1 0
0.00786 1 1 0
0.00787 1 1 0
0.00788 1 1 0
0.00789 1 1 0
0.0079 1 1 0
0.00791 1 1 0
0.00792 1 1 0
0.00793 1 1 0
0.00794 1 1 0
0.00795 1 1 0
0.00796 1 1 0
0.00797 1 1 0
0.00798 1 1 0
0.00799 1 1 0
0.008 1 1 0
0.00801 1 1 0
0.00802 1 1 0
0.00803 1 1 0
0.00804 1 1 0
0.00805 1 1 0
0.00806 1 1 0
0.00807 1 1 0
0.00808 1 1 0
0.00809 1 1 0
0.0081 1 1 0
0.00811 1 1 0
0.00812 1 1 0
0.00813 1 1 0
0.00814 1 1 0
0.00815 1 1 0
0.00816 1 1 0
0.00817 1 1 0
0.00818 1 1 0
0.00819 1 1 0
0.0082 1 1 0
0.00821 1 1 0
0.00822 1 1 0
0.00823 1 1 0
0.00824 1 1 0
0.00825 1 1 0
0.00826 1 1 0
0.00827 1 1 0
0.00828 1 1 0
0.00829 1 1 0
0.0083 1 1 0
0.00831 1 1 0
0.00832 1 1 0
0.00833 1 1 0
0.00834 1 1 0
0.00835 1 1 0
0.00836 1 1 0
0.00837 1 1 0
0.00838 1 1 0
0.00839 1 1 0
0.0084 1 1 0
0.00841 1 1 0
0.00842 1 1 0
0.00843 1 1 0
0.00844 1 1 0
0.00845 1 1 0
0.00846 1 1 0
0.00847 1 1 0
0.00848 1 1 0
0.00849 1 1 0
0.0085 1 1 0
0.00851 1 1 0
0.00852 1 1 0
0.00853 1 1 0
0.00854 1 1 0
0.00855 1 1 0
0.00856 1 1 0
0.00857 1 1 0
0.00858 1 1 0
0.00859 1 1 0
0.0086 1 1 0
0.00861 1 1 0
0.00862 1 1 0
0.00863 1 1 0
0.00864 1 1 0
0.00865 1 1 0
0.00866 1 1 0
0.00867 1 1 0
0.00868 1 1 0
0.00869 1 1 0
0.0087 1 1 0
0.00871 1 1 0
0.00872 1 1 0
0.00873 1 1 0
0.00874 1 1 0
0.00875 1 1 0
0.00876 1 1 0
0.00877 1 1 0
0.00878 1 1 0
0.00879 1 1 0
0.0088 1 1 0
0.00881 1 1 0
0.00882 1 1 0
0.00883 1 1 0
0.00884 1 1 0
0.00885 1 1 0
0.00886 1 1 0
0.00887 1 1 0
0.00888 1 1 0
0.00889 1 1 0
0.0089 1 1 0
0.00891 1 1 0
0.00892 1 1 0
0.00893 1 1 0
0.00894 1 1 0
0.00895 1 1 0
0.00896 1 1 0
0.00897 1 1 0
0.00898 1 1 0
0.00899 1 1 0
0.009 1 1 0
0.00901 1 1 0
0.00902 1 1 0
0.00903 1 1 0
0.00904 1 1 0
0.00905 1 1 0
0.00906 1 1 0
0.00907 1 1 0
0.00908 1 1 0
0.00909 1 1 0
0.0091 1 1 0
0.00911 1 1 0
0.00912 1 1 0
0.00913 1 1 0
0.00914 1 1 0
0.00915 1 1 0
0.00916 1 1 0
0.00917 1 1 0
0.00918 1 1 0
0.00919 1 1 0
0.0092 1 1 0
0.00921 1 1 0
0.00922 1 1 0
0.00923 1 1 0
0.00924 1 1 0
0.00925 1 1 0
0.00926 1 1 0
0.00927 1 1 0
0.00928 1 1 0
0.00929 1 1 0
0.0093 1 1 0
0.00931 1 1 0
0.00932 1 1 0
0.00933 1 1 0
0.00934 1 1 0
0.00935 1 1 0
0.00936 1 1 0
0.00937 1 1 0
0.00938 1 1 0
0.00939 1 1 0
0.0094 1 1 0
0.00941 1 1 0
0.00942 1 1 0
0.00943 1 1 0
0.00944 1 1 0
0.00945 1 1 0
0.00946 1 1 0
0.00947 1 1 0
0.00948 1 1 0
0.00949 1 1 0
0.0095 1 1 0
0.00951 1 1 0
0.00952 1 1 0
0.00953 1 1 0
0.00954 1 1 0
0.00955 1 1 0
0.00956 1 1 0
0.00957 1 1 0
0.00958 1 1 0
0.00959 1 1 0
0.0096 1 1 0
0.00961 1 1 0
0.00962 1 1 0
0.00963 1 1 0
0.00964 1 1 0
0.00965 1 1 0
0.00966 1 1 0
0.00967 1 1 0
0.00968 1 1 0
0.00969 1 1 0
0.0097 1 1 0
0.00971 1 1 0
0.00972 1 1 0
0.00973 1 1 0
0.00974 1 1 0
0.00975 1 1 0
0.00976 1 1 0
0.00977 1 1 0
0.00978 1 1 0
0.00979 1 1 0
0.0098 1 1 0
0.00981 1 1 0
0.00982 1 1 0
0.00983 1 1 0
0.00984 1 1 0
0.00985 1 1 0
0.00986 1 1 0
0.00987 1 1 0
0.00988 1 1 0
0.00989 1 1 0
0.0099 1 1 0
0.00991 1 1 0
0.00992 1 1 0
0.00993 1 1 0
0.00994 1 1 0
0.00995 1 1 0
0.00996 1 1 0
0.00997 1 1 0
0.00998 1 1 0
0.00999 1 1 0
0.01 1 1 0
0.01001 1 1 0
0.01002 1 1 0
0.01003 1 1 0
0.01004 1 1 0
0.01005 1 1 0
0.01006 1 1 0
0.01007 1 1 0
0.01008 1 1 0
0.01009 1 1 0
0.0101 1 1 0
0.01011 1 1 0
0.01012 1 1 0
0.01013 1 1 0
0.01014 1 1 0
0.01015 1 1 0
0.01016 1 1 0
0.01017 1 1 0
0.01018 1 1 0
0.01019 1 1 0
0.0102 1 1 0
0.01021 1 1 0
0.01022 1 1 0
0.01023 1 1 0
0.01024 1 1 0
0.01025 1 1 0
0.01026 1 1 0
0.01027 1 1 0
0.01028 1 1 0
0.01029 1 1 0
0.0103 1 1 0
0.01031 1 1 0
0.01032 1 1 0
0.01033 1 1 0
0.01034 1 1 0
0.01035 1 1 0
0.01036 1 1 0
0.01037 1 1 0
0.01038 1 1 0
0.01039 1 1 0
0.0104 1 1 0
0.01041 1 1 0
0.01042 1 1 0
0.01043 1 1 0
0.01044 1 1 0
0.01045 1 1 0
0.01046 1 1 0
0.01047 1 1 0
0.01048 1 1 0
0.01049 1 1 0
0.0105 1 1 0
0.01051 1 1 0
0.01052 1 1 0
0.01053 1 1 0
0.01054 1 1 0
0.01055 1 1 0
0.01056 1 1 0
0.01057 1 1 0
0.01058 1 1 0
0.01059 1 1 0
0.0106 1 1 0
0.01061 1 1 0
0.01062 1 1 0
0.01063 1 1 0
0.01064 1 1 0
0.01065 1 1 0
0.01066 1 1 0
0.01067 1 1 0
0.01068 1 1 0
0.01069 1 1 0
0.0107 1 1 0
0.01071 1 1 0
0.01072 1 1 0
0.01073 1 1 0
0.01074 1 1 0
0.01075 1 1 0
0.01076 1 1 0
0.01077 1 1 0
0.01078 1 1 0
0.01079 1 1 0
0.0108 1 1 0
0.01081 1 1 0
0.01082 1 1 0
0.01083 1 1 0
0.01084 1 1 0
0.01085 1 1 0
0.01086 1 1 0
0.01087 1 1 0
0.01088 1 1 0
0.01089 1 1 0
0.0109 1 1 0
0.01091 1 1 0
0.01092 1 1 0
0.01093 1 1 0
0.01094 1 1 0
0.01095 1 1 0
0.01096 1 1 0
0.01097 1 1 0
0.01098 1 1 0
0.01099 1 1 0
0.011 1 1 0
0.01101 1 1 0
0.01102 1 1 0
0.01103 1 1 0
0.01104 1 1 0
0.01105 1 1 0
0.01106 1 1 0
0.01107 1 1 0
0.01108 1 1 0
0.01109 1 1 0
0.0111 1 1 0
0.01111 1 1 0
0.01112 1 1 0
0.01113 1 1 0
0.01114 1 1 0
0.01115 1 1 0
0.01116 1 1 0
0.01117 1 1 0
0.01118 1 1 0
0.01119 1 1 0
0.0112 1 1 0
0.01121 1 1 0
0.01122 1 1 0
0.01123 1 1 0
0.01124 1 1 0
0.01125 1 1 0
0.01126 1 1 0
0.01127 1 1 0
0.01128 1 1 0
0.01129 1 1 0
0.0113 1 1 0
0.01131 1 1 0
0.01132 1 1 0
0.01133 1 1 0
0.01134 1 1 0
0.01135 1 1 0
0.01136 1 1 0
0.01137 1 1 0
0.01138 1 1 0
0.01139 1 1 0
0.0114 1 1 0
0.01141 1 1 0
0.01142 1 1 0
0.01143 1 1 0
0.01144 1 1 0
0.01145 1 1 0
0.01146 1 1 0
0.01147 1 1 0
0.01148 1 1 0
0.01149 1 1 0
0.0115 1 1 0
0.01151 1 1 0
0.01152 1 1 0
0.01153 1 1 0
0.01154 1 1 0
0.01155 1 1 0
0.01156 1 1 0
0.01157 1 1 0
0.01158 1 1 0
0.01159 1 1 0
0.0116 1 1 0
0.01161 1 1 0
0.01162 1 1 0
0.01163 1 1 0
0.01164 1 1 0
0.01165 1 1 0
0.01166 1 1 0
0.01167 1 1 0
0.01168 1 1 0
0.01169 1 1 0
0.0117 1 1 0
0.01171 1 1 0
0.01172 1 1 0
0.01173 1 1 0
0.01174 1 1 0
0.01175 1 1 0
0.01176 1 1 0
0.01177 1 1 0
0.01178 1 1 0
0.01179 1 1 0
0.0118 1 1 0
0.01181 1 1 0
0.01182 1 1 0
0.01183 1 1 0
0.01184 1 1 0
0.01185 1 1 0
0.01186 1 1 0
0.01187 1 1 0
0.01188 1 1 0
0.01189 1 1 0
0.0119 1 1 0
0.01191 1 1 0
0.01192 1 1 0
0.01193 1 1 0
0.01194 1 1 0
0.01195 1 1 0
0.01196 1 1 0
0.01197 1 1 0
0.01198 1 1 0
0.01199 1 1 0
0.012 1 1 0
0.01201 1 1 0
0.01202 1 1 0
0.01203 1 1 0
0.01204 1 1 0
0.01205 1 1 0
0.01206 1 1 0
0.01207 1 1 0
0.01208 1 1 0
0.01209 1 1 0
0.0121 1 1 0
0.01211 1 1 0
0.01212 1 1 0
0.01213 1 1 0
0.01214 1 1 0
0.01215 1 1 0
0.01216 1 1 0
0.01217 1 1 0
0.01218 1 1 0
0.01219 1 1 0
0.0122 1 1 0
0.01221 1 1 0
0.01222 1 1 0
0.01223 1 1 0
0.01224 1 1 0
0.01225 1 1 0
0.01226 1 1 0
0.01227 1 1 0
0.01228 1 1 0
0.01229 1 1 0
0.0123 1 1 0
0.01231 1 1 0
0.01232 1 1 0
0.01233 1 1 0
0.01234 1 1 0
0.01235 1 1 0
0.01236 1 1 0
0.01237 1 1 0
0.01238 1 1 0
0.01239 1 1 0
0.0124 1 1 0
0.01241 1 1 0
0.01242 1 1 0
0.01243 1 1 0
0.01244 1 1 0
0.01245 1 1 0
0.01246 1 1 0
0.01247 1 1 0
0.01248 1 1 0
0.01249 1 1 0
0.0125 1 1 0
0.01251 1 1 0
0.01252 1 1 0
0.01253 1 1 0
0.01254 1 1 0
0.01255 1 1 0
0.01256 1 1 0
0.01257 1 1 0
0.01258 1 1 0
0.01259 1 1 0
0.0126 1 1 0
0.01261 1 1 0
0.01262 1 1 0
0.01263 1 1 0
0.01264 1 1 0
0.01265 1 1 0
0.01266 1 1 0
0.01267 1 1 0
0.01268 1 1 0
0.01269 1 1 0
0.0127 1 1 0
0.01271 1 1 0
