x     rho     p     u
0.156 1 1 1.07504e-13
0.157 1 1 1.07504e-13
0.158 1 1 3.1698e-13
0.159 1 1 3.1698e-13
0.16 1 1 9.09232e-13
0.161 1 1 9.09232e-13
0.162 1 1 2.53341e-12
0.163 1 1 2.53341e-12
0.164 1 1 6.85751e-12
0.165 1 1 6.85751e-12
0.166 1 1 1.80418e-11
0.167 1 1 1.80418e-11
0.168 1 1 4.61619e-11
0.169 1 1 4.61619e-11
0.17 1 1 1.14931e-10
0.171 1 1 1.14931e-10
0.172 1 1 2.78604e-10
0.173 1 1 2.78604e-10
0.174 1 1 6.57931e-10
0.175 1 1 6.57931e-10
0.176 1 1 1.51442e-09
0.177 1 1 1.51442e-09
0.178 1 1 3.39944e-09
0.179 1 1 3.39944e-09
0.18 1 1 7.44522e-09
0.181 1 1 7.44522e-09
0.182 1 1 1.59169e-08
0.183 1 1 1.59169e-08
0.184 1 1 3.32314e-08
0.185 1 1 3.32314e-08
0.186 1 1 6.77848e-08
0.187 1 1 6.77848e-08
0.188 1 1 1.35142e-07
0.189 1 1 1.35142e-07
0.19 1 1 2.63448e-07
0.191 1 1 2.63448e-07
0.192 1 0.999999 5.02355e-07
0.193 1 0.999999 5.02355e-07
0.194 0.999999 0.999999 9.37345e-07
0.195 0.999999 0.999999 9.37345e-07
0.196 0.999999 0.999998 1.71204e-06
0.197 0.999999 0.999998 1.71204e-06
0.198 0.999997 0.999996 3.06198e-06
0.199 0.999997 0.999996 3.06198e-06
0.2 0.999995 0.999994 5.36424e-06
0.201 0.999995 0.999994 5.36424e-06
0.202 0.999992 0.999989 9.20812e-06
0.203 0.999992 0.999989 9.20812e-06
0.204 0.999987 0.999982 1.54926e-05
0.205 0.999987 0.999982 1.54926e-05
0.206 0.999978 0.99997 2.55564e-05
0.207 0.999978 0.99997 2.55564e-05
0.208 0.999965 0.999951 4.13453e-05
0.209 0.999965 0.999951 4.13453e-05
0.21 0.999945 0.999922 6.56189e-05
0.211 0.999945 0.999922 6.56189e-05
0.212 0.999914 0.999879 0.000102196
0.213 0.999914 0.999879 0.000102196
0.214 0.999868 0.999815 0.00015623
0.215 0.999868 0.999815 0.00015623
0.216 0.999802 0.999723 0.000234504
0.217 0.999802 0.999723 0.000234504
0.218 0.999708 0.999591 0.000345717
0.219 0.999708 0.999591 0.000345717
0.22 0.999577 0.999408 0.000500734
0.221 0.999577 0.999408 0.000500734
0.222 0.999398 0.999157 0.000712777
0.223 0.999398 0.999157 0.000712777
0.224 0.999157 0.99882 0.00099749
0.225 0.999157 0.99882 0.00099749
0.226 0.99884 0.998377 0.00137288
0.227 0.99884 0.998377 0.00137288
0.228 0.99843 0.997802 0.00185907
0.229 0.99843 0.997802 0.00185907
0.23 0.997907 0.997072 0.00247789
0.231 0.997907 0.997072 0.00247789
0.232 0.997254 0.996158 0.00325233
0.233 0.997254 0.996158 0.00325233
0.234 0.99645 0.995034 0.00420574
0.235 0.99645 0.995034 0.00420574
0.236 0.995476 0.993674 0.00536112
0.237 0.995476 0.993674 0.00536112
0.238 0.994315 0.992052 0.0067402
0.239 0.994315 0.992052 0.0067402
0.24 0.99295 0.990146 0.00836271
0.241 0.99295 0.990146 0.00836271
0.242 0.991368 0.987939 0.0102457
0.243 0.991368 0.987939 0.0102457
0.244 0.989557 0.985416 0.0124028
0.245 0.989557 0.985416 0.0124028
0.246 0.987511 0.982566 0.0148443
0.247 0.987511 0.982566 0.0148443
0.248 0.985226 0.979386 0.0175765
0.249 0.985226 0.979386 0.0175765
0.25 0.982699 0.975874 0.0206021
0.251 0.982699 0.975874 0.0206021
0.252 0.979934 0.972035 0.0239204
0.253 0.979934 0.972035 0.0239204
0.254 0.976935 0.967876 0.0275272
0.255 0.976935 0.967876 0.0275272
0.256 0.97371 0.96341 0.0314159
0.257 0.97371 0.96341 0.0314159
0.258 0.970268 0.95865 0.0355774
0.259 0.970268 0.95865 0.0355774
0.26 0.96662 0.953612 0.0400008
0.261 0.96662 0.953612 0.0400008
0.262 0.962777 0.948315 0.0446738
0.263 0.962777 0.948315 0.0446738
0.264 0.958753 0.942776 0.0495835
0.265 0.958753 0.942776 0.0495835
0.266 0.95456 0.937016 0.054716
0.267 0.95456 0.937016 0.054716
0.268 0.950211 0.931053 0.0600576
0.269 0.950211 0.931053 0.0600576
0.27 0.94572 0.924906 0.0655945
0.271 0.94572 0.924906 0.0655945
0.272 0.9411 0.918594 0.0713132
0.273 0.9411 0.918594 0.0713132
0.274 0.936361 0.912135 0.0772007
0.275 0.936361 0.912135 0.0772007
0.276 0.931516 0.905544 0.0832444
0.277 0.931516 0.905544 0.0832444
0.278 0.926576 0.898838 0.0894326
0.279 0.926576 0.898838 0.0894326
0.28 0.921551 0.892032 0.0957541
0.281 0.921551 0.892032 0.0957541
0.282 0.916451 0.885139 0.102199
0.283 0.916451 0.885139 0.102199
0.284 0.911283 0.878171 0.108756
0.285 0.911283 0.878171 0.108756
0.286 0.906058 0.871141 0.115418
0.287 0.906058 0.871141 0.115418
0.288 0.900781 0.86406 0.122175
0.289 0.900781 0.86406 0.122175
0.29 0.895461 0.856936 0.129021
0.291 0.895461 0.856936 0.129021
0.292 0.890103 0.849779 0.135948
0.293 0.890103 0.849779 0.135948
0.294 0.884712 0.842597 0.14295
0.295 0.884712 0.842597 0.14295
0.296 0.879296 0.835397 0.15002
0.297 0.879296 0.835397 0.15002
0.298 0.873857 0.828186 0.157153
0.299 0.873857 0.828186 0.157153
0.3 0.868402 0.820971 0.164345
0.301 0.868402 0.820971 0.164345
0.302 0.862932 0.813756 0.171591
0.303 0.862932 0.813756 0.171591
0.304 0.857453 0.806547 0.178886
0.305 0.857453 0.806547 0.178886
0.306 0.851968 0.799348 0.186227
0.307 0.851968 0.799348 0.186227
0.308 0.846479 0.792163 0.19361
0.309 0.846479 0.792163 0.19361
0.31 0.840989 0.784995 0.201032
0.311 0.840989 0.784995 0.201032
0.312 0.835502 0.777849 0.208491
0.313 0.835502 0.777849 0.208491
0.314 0.830018 0.770728 0.215982
0.315 0.830018 0.770728 0.215982
0.316 0.824541 0.763633 0.223505
0.317 0.824541 0.763633 0.223505
0.318 0.819071 0.756567 0.231057
0.319 0.819071 0.756567 0.231057
0.32 0.813611 0.749533 0.238635
0.321 0.813611 0.749533 0.238635
0.322 0.808163 0.742533 0.246237
0.323 0.808163 0.742533 0.246237
0.324 0.802727 0.735567 0.253863
0.325 0.802727 0.735567 0.253863
0.326 0.797306 0.728639 0.26151
0.327 0.797306 0.728639 0.26151
0.328 0.791899 0.721749 0.269177
0.329 0.791899 0.721749 0.269177
0.33 0.786509 0.714898 0.276862
0.331 0.786509 0.714898 0.276862
0.332 0.781137 0.708089 0.284564
0.333 0.781137 0.708089 0.284564
0.334 0.775782 0.701321 0.292282
0.335 0.775782 0.701321 0.292282
0.336 0.770447 0.694596 0.300015
0.337 0.770447 0.694596 0.300015
0.338 0.765131 0.687914 0.307762
0.339 0.765131 0.687914 0.307762
0.34 0.759836 0.681277 0.315521
0.341 0.759836 0.681277 0.315521
0.342 0.754562 0.674685 0.323292
0.343 0.754562 0.674685 0.323292
0.344 0.74931 0.668138 0.331074
0.345 0.74931 0.668138 0.331074
0.346 0.74408 0.661637 0.338867
0.347 0.74408 0.661637 0.338867
0.348 0.738873 0.655183 0.346669
0.349 0.738873 0.655183 0.346669
0.35 0.733689 0.648776 0.354479
0.351 0.733689 0.648776 0.354479
0.352 0.728529 0.642417 0.362298
0.353 0.728529 0.642417 0.362298
0.354 0.723393 0.636105 0.370123
0.355 0.723393 0.636105 0.370123
0.356 0.718281 0.62984 0.377956
0.357 0.718281 0.62984 0.377956
0.358 0.713194 0.623624 0.385795
0.359 0.713194 0.623624 0.385795
0.36 0.708133 0.617456 0.393639
0.361 0.708133 0.617456 0.393639
0.362 0.703096 0.611337 0.401488
0.363 0.703096 0.611337 0.401488
0.364 0.698086 0.605267 0.409342
0.365 0.698086 0.605267 0.409342
0.366 0.693101 0.599245 0.4172
0.367 0.693101 0.599245 0.4172
0.368 0.688142 0.593272 0.425061
0.369 0.688142 0.593272 0.425061
0.37 0.68321 0.587347 0.432926
0.371 0.68321 0.587347 0.432926
0.372 0.678305 0.581472 0.440792
0.373 0.678305 0.581472 0.440792
0.374 0.673426 0.575646 0.448661
0.375 0.673426 0.575646 0.448661
0.376 0.668574 0.569869 0.456531
0.377 0.668574 0.569869 0.456531
0.378 0.66375 0.564141 0.464403
0.379 0.66375 0.564141 0.464403
0.38 0.658953 0.558462 0.472275
0.381 0.658953 0.558462 0.472275
0.382 0.654183 0.552832 0.480146
0.383 0.654183 0.552832 0.480146
0.384 0.649442 0.547251 0.488018
0.385 0.649442 0.547251 0.488018
0.386 0.644728 0.54172 0.495889
0.387 0.644728 0.54172 0.495889
0.388 0.640042 0.536237 0.503758
0.389 0.640042 0.536237 0.503758
0.39 0.635385 0.530803 0.511625
0.391 0.635385 0.530803 0.511625
0.392 0.630756 0.525419 0.519489
0.393 0.630756 0.525419 0.519489
0.394 0.626156 0.520083 0.527351
0.395 0.626156 0.520083 0.527351
0.396 0.621584 0.514796 0.535209
0.397 0.621584 0.514796 0.535209
0.398 0.617042 0.509559 0.543062
0.399 0.617042 0.509559 0.543062
0.4 0.612529 0.50437 0.550911
0.401 0.612529 0.50437 0.550911
0.402 0.608045 0.499231 0.558754
0.403 0.608045 0.499231 0.558754
0.404 0.603591 0.49414 0.566591
0.405 0.603591 0.49414 0.566591
0.406 0.599167 0.489099 0.574421
0.407 0.599167 0.489099 0.574421
0.408 0.594773 0.484107 0.582243
0.409 0.594773 0.484107 0.582243
0.41 0.59041 0.479164 0.590057
0.411 0.59041 0.479164 0.590057
0.412 0.586077 0.47427 0.597861
0.413 0.586077 0.47427 0.597861
0.414 0.581776 0.469426 0.605654
0.415 0.581776 0.469426 0.605654
0.416 0.577506 0.464631 0.613437
0.417 0.577506 0.464631 0.613437
0.418 0.573267 0.459886 0.621207
0.419 0.573267 0.459886 0.621207
0.42 0.569061 0.45519 0.628963
0.421 0.569061 0.45519 0.628963
0.422 0.564887 0.450545 0.636705
0.423 0.564887 0.450545 0.636705
0.424 0.560746 0.44595 0.644431
0.425 0.560746 0.44595 0.644431
0.426 0.556638 0.441405 0.652139
0.427 0.556638 0.441405 0.652139
0.428 0.552565 0.436911 0.659828
0.429 0.552565 0.436911 0.659828
0.43 0.548526 0.432469 0.667497
0.431 0.548526 0.432469 0.667497
0.432 0.544522 0.428078 0.675144
0.433 0.544522 0.428078 0.675144
0.434 0.540554 0.423739 0.682766
0.435 0.540554 0.423739 0.682766
0.436 0.536622 0.419452 0.690363
0.437 0.536622 0.419452 0.690363
0.438 0.532728 0.415218 0.697931
0.439 0.532728 0.415218 0.697931
0.44 0.528871 0.411039 0.705469
0.441 0.528871 0.411039 0.705469
0.442 0.525054 0.406913 0.712973
0.443 0.525054 0.406913 0.712973
0.444 0.521277 0.402843 0.720442
0.445 0.521277 0.402843 0.720442
0.446 0.517541 0.398828 0.727872
0.447 0.517541 0.398828 0.727872
0.448 0.513848 0.39487 0.735259
0.449 0.513848 0.39487 0.735259
0.45 0.510197 0.390971 0.742601
0.451 0.510197 0.390971 0.742601
0.452 0.506592 0.38713 0.749894
0.453 0.506592 0.38713 0.749894
0.454 0.503034 0.383349 0.757134
0.455 0.503034 0.383349 0.757134
0.456 0.499523 0.37963 0.764315
0.457 0.499523 0.37963 0.764315
0.458 0.496062 0.375975 0.771434
0.459 0.496062 0.375975 0.771434
0.46 0.492653 0.372383 0.778486
0.461 0.492653 0.372383 0.778486
0.462 0.489298 0.368858 0.785464
0.463 0.489298 0.368858 0.785464
0.464 0.485999 0.365402 0.792363
0.465 0.485999 0.365402 0.792363
0.466 0.482758 0.362015 0.799176
0.467 0.482758 0.362015 0.799176
0.468 0.479577 0.358701 0.805897
0.469 0.479577 0.358701 0.805897
0.47 0.476461 0.355462 0.812519
0.471 0.476461 0.355462 0.812519
0.472 0.47341 0.3523 0.819032
0.473 0.47341 0.3523 0.819032
0.474 0.470429 0.349218 0.82543
0.475 0.470429 0.349218 0.82543
0.476 0.467521 0.346219 0.831703
0.477 0.467521 0.346219 0.831703
0.478 0.464688 0.343305 0.837842
0.479 0.464688 0.343305 0.837842
0.48 0.461935 0.34048 0.843837
0.481 0.461935 0.34048 0.843837
0.482 0.459265 0.337747 0.849678
0.483 0.459265 0.337747 0.849678
0.484 0.456681 0.335108 0.855355
0.485 0.456681 0.335108 0.855355
0.486 0.454188 0.332568 0.860858
0.487 0.454188 0.332568 0.860858
0.488 0.451789 0.330129 0.866174
0.489 0.451789 0.330129 0.866174
0.49 0.449488 0.327795 0.871295
0.491 0.449488 0.327795 0.871295
0.492 0.447288 0.325568 0.876209
0.493 0.447288 0.325568 0.876209
0.494 0.445192 0.323452 0.880905
0.495 0.445192 0.323452 0.880905
0.496 0.443205 0.32145 0.885376
0.497 0.443205 0.32145 0.885376
0.498 0.441328 0.319562 0.889611
0.499 0.441328 0.319562 0.889611
0.5 0.439563 0.317791 0.893603
0.501 0.439563 0.317791 0.893603
0.502 0.437914 0.316139 0.897346
0.503 0.437914 0.316139 0.897346
0.504 0.436379 0.314605 0.900835
0.505 0.436379 0.314605 0.900835
0.506 0.43496 0.31319 0.904068
0.507 0.43496 0.31319 0.904068
0.508 0.433656 0.311893 0.907043
0.509 0.433656 0.311893 0.907043
0.51 0.432466 0.310711 0.909763
0.511 0.432466 0.310711 0.909763
0.512 0.431387 0.309642 0.912229
0.513 0.431387 0.309642 0.912229
0.514 0.430417 0.308683 0.91445
0.515 0.430417 0.308683 0.91445
0.516 0.429549 0.307829 0.916433
0.517 0.429549 0.307829 0.916433
0.518 0.428781 0.307074 0.918188
0.519 0.428781 0.307074 0.918188
0.52 0.428105 0.306413 0.919728
0.521 0.428105 0.306413 0.919728
0.522 0.427516 0.30584 0.921067
0.523 0.427516 0.30584 0.921067
0.524 0.427007 0.305346 0.92222
0.525 0.427007 0.305346 0.92222
0.526 0.426571 0.304926 0.923204
0.527 0.426571 0.304926 0.923204
0.528 0.426199 0.304572 0.924035
0.529 0.426199 0.304572 0.924035
0.53 0.425886 0.304276 0.924729
0.531 0.425886 0.304276 0.924729
0.532 0.425623 0.304031 0.925304
0.533 0.425623 0.304031 0.925304
0.534 0.425404 0.30383 0.925775
0.535 0.425404 0.30383 0.925775
0.536 0.425223 0.303668 0.926156
0.537 0.425223 0.303668 0.926156
0.538 0.425074 0.303538 0.926462
0.539 0.425074 0.303538 0.926462
0.54 0.424951 0.303435 0.926705
0.541 0.424951 0.303435 0.926705
0.542 0.42485 0.303354 0.926896
0.543 0.42485 0.303354 0.926896
0.544 0.424767 0.303291 0.927044
0.545 0.424767 0.303291 0.927044
0.546 0.424697 0.303242 0.927159
0.547 0.424697 0.303242 0.927159
0.548 0.424639 0.303205 0.927246
0.549 0.424639 0.303205 0.927246
0.55 0.424589 0.303177 0.927312
0.551 0.424589 0.303177 0.927312
0.552 0.424545 0.303156 0.927362
0.553 0.424545 0.303156 0.927362
0.554 0.424506 0.30314 0.927399
0.555 0.424506 0.30314 0.927399
0.556 0.42447 0.303127 0.927427
0.557 0.42447 0.303127 0.927427
0.558 0.424436 0.303118 0.927449
0.559 0.424436 0.303118 0.927449
0.56 0.424403 0.303111 0.927467
0.561 0.424403 0.303111 0.927467
0.562 0.424371 0.303105 0.927481
0.563 0.424371 0.303105 0.927481
0.564 0.424339 0.303099 0.927494
0.565 0.424339 0.303099 0.927494
0.566 0.424306 0.303094 0.927505
0.567 0.424306 0.303094 0.927505
0.568 0.424273 0.303089 0.927516
0.569 0.424273 0.303089 0.927516
0.57 0.424239 0.303084 0.927528
0.571 0.424239 0.303084 0.927528
0.572 0.424203 0.303079 0.92754
0.573 0.424203 0.303079 0.92754
0.574 0.424167 0.303074 0.927552
0.575 0.424167 0.303074 0.927552
0.576 0.424128 0.303068 0.927565
0.577 0.424128 0.303068 0.927565
0.578 0.424089 0.303063 0.927578
0.579 0.424089 0.303063 0.927578
0.58 0.424048 0.303057 0.927592
0.581 0.424048 0.303057 0.927592
0.582 0.424006 0.30305 0.927607
0.583 0.424006 0.30305 0.927607
0.584 0.423962 0.303044 0.927621
0.585 0.423962 0.303044 0.927621
0.586 0.423917 0.303038 0.927635
0.587 0.423917 0.303038 0.927635
0.588 0.42387 0.303032 0.927649
0.589 0.42387 0.303032 0.927649
0.59 0.423822 0.303027 0.927661
0.591 0.423822 0.303027 0.927661
0.592 0.423773 0.303022 0.927672
0.593 0.423773 0.303022 0.927672
0.594 0.423722 0.303018 0.927681
0.595 0.423722 0.303018 0.927681
0.596 0.42367 0.303015 0.927688
0.597 0.42367 0.303015 0.927688
0.598 0.423617 0.303013 0.927693
0.599 0.423617 0.303013 0.927693
0.6 0.423562 0.303012 0.927694
0.601 0.423562 0.303012 0.927694
0.602 0.423506 0.303013 0.927692
0.603 0.423506 0.303013 0.927692
0.604 0.423447 0.303015 0.927687
0.605 0.423447 0.303015 0.927687
0.606 0.423386 0.303018 0.927679
0.607 0.423386 0.303018 0.927679
0.608 0.423323 0.303022 0.927668
0.609 0.423323 0.303022 0.927668
0.61 0.423255 0.303028 0.927655
0.611 0.423255 0.303028 0.927655
0.612 0.423182 0.303034 0.92764
0.613 0.423182 0.303034 0.92764
0.614 0.423103 0.30304 0.927624
0.615 0.423103 0.30304 0.927624
0.616 0.423017 0.303047 0.927608
0.617 0.423017 0.303047 0.927608
0.618 0.422921 0.303054 0.927591
0.619 0.422921 0.303054 0.927591
0.62 0.422815 0.303061 0.927576
0.621 0.422815 0.303061 0.927576
0.622 0.422694 0.303066 0.927561
0.623 0.422694 0.303066 0.927561
0.624 0.422556 0.303072 0.927549
0.625 0.422556 0.303072 0.927549
0.626 0.422397 0.303076 0.927538
0.627 0.422397 0.303076 0.927538
0.628 0.422212 0.30308 0.927529
0.629 0.422212 0.30308 0.927529
0.63 0.421996 0.303082 0.927522
0.631 0.421996 0.303082 0.927522
0.632 0.421742 0.303084 0.927517
0.633 0.421742 0.303084 0.927517
0.634 0.421441 0.303086 0.927512
0.635 0.421441 0.303086 0.927512
0.636 0.421083 0.303087 0.927508
0.637 0.421083 0.303087 0.927508
0.638 0.420655 0.303089 0.927504
0.639 0.420655 0.303089 0.927504
0.64 0.420143 0.303091 0.927499
0.641 0.420143 0.303091 0.927499
0.642 0.41953 0.303093 0.927493
0.643 0.41953 0.303093 0.927493
0.644 0.418795 0.303096 0.927486
0.645 0.418795 0.303096 0.927486
0.646 0.417916 0.3031 0.927476
0.647 0.417916 0.3031 0.927476
0.648 0.416868 0.303104 0.927466
0.649 0.416868 0.303104 0.927466
0.65 0.415623 0.303108 0.927455
0.651 0.415623 0.303108 0.927455
0.652 0.414151 0.303112 0.927445
0.653 0.414151 0.303112 0.927445
0.654 0.412421 0.303115 0.927435
0.655 0.412421 0.303115 0.927435
0.656 0.410403 0.303118 0.927428
0.657 0.410403 0.303118 0.927428
0.658 0.408064 0.30312 0.927423
0.659 0.408064 0.30312 0.927423
0.66 0.405377 0.30312 0.927421
0.661 0.405377 0.30312 0.927421
0.662 0.402317 0.303119 0.927423
0.663 0.402317 0.303119 0.927423
0.664 0.398863 0.303116 0.927428
0.665 0.398863 0.303116 0.927428
0.666 0.395002 0.303113 0.927436
0.667 0.395002 0.303113 0.927436
0.668 0.390726 0.303108 0.927447
0.669 0.390726 0.303108 0.927447
0.67 0.386039 0.303101 0.927461
0.671 0.386039 0.303101 0.927461
0.672 0.380953 0.303094 0.927477
0.673 0.380953 0.303094 0.927477
0.674 0.375494 0.303087 0.927494
0.675 0.375494 0.303087 0.927494
0.676 0.369695 0.30308 0.92751
0.677 0.369695 0.30308 0.92751
0.678 0.363603 0.303075 0.927523
0.679 0.363603 0.303075 0.927523
0.68 0.357272 0.303071 0.927531
0.681 0.357272 0.303071 0.927531
0.682 0.350767 0.303071 0.927532
0.683 0.350767 0.303071 0.927532
0.684 0.344159 0.303074 0.927523
0.685 0.344159 0.303074 0.927523
0.686 0.337521 0.303081 0.927504
0.687 0.337521 0.303081 0.927504
0.688 0.33093 0.303091 0.927476
0.689 0.33093 0.303091 0.927476
0.69 0.324461 0.303104 0.92744
0.691 0.324461 0.303104 0.92744
0.692 0.318185 0.303119 0.927399
0.693 0.318185 0.303119 0.927399
0.694 0.312167 0.303134 0.927357
0.695 0.312167 0.303134 0.927357
0.696 0.306465 0.303147 0.927317
0.697 0.306465 0.303147 0.927317
0.698 0.301127 0.303159 0.927284
0.699 0.301127 0.303159 0.927284
0.7 0.29619 0.303167 0.927258
0.701 0.29619 0.303167 0.927258
0.702 0.291679 0.303172 0.927243
0.703 0.291679 0.303172 0.927243
0.704 0.287607 0.303173 0.927238
0.705 0.287607 0.303173 0.927238
0.706 0.283978 0.30317 0.927243
0.707 0.283978 0.30317 0.927243
0.708 0.280784 0.303165 0.927258
0.709 0.280784 0.303165 0.927258
0.71 0.278006 0.303155 0.927283
0.711 0.278006 0.303155 0.927283
0.712 0.275621 0.303143 0.927318
0.713 0.275621 0.303143 0.927318
0.714 0.273599 0.303127 0.927363
0.715 0.273599 0.303127 0.927363
0.716 0.271904 0.303108 0.927418
0.717 0.271904 0.303108 0.927418
0.718 0.2705 0.303085 0.927483
0.719 0.2705 0.303085 0.927483
0.72 0.269352 0.30306 0.927557
0.721 0.269352 0.30306 0.927557
0.722 0.268423 0.303033 0.927635
0.723 0.268423 0.303033 0.927635
0.724 0.26768 0.303006 0.927714
0.725 0.26768 0.303006 0.927714
0.726 0.267095 0.302982 0.927784
0.727 0.267095 0.302982 0.927784
0.728 0.266639 0.302963 0.92784
0.729 0.266639 0.302963 0.92784
0.73 0.26629 0.302952 0.927872
0.731 0.26629 0.302952 0.927872
0.732 0.266029 0.302951 0.927875
0.733 0.266029 0.302951 0.927875
0.734 0.265839 0.302962 0.927842
0.735 0.265839 0.302962 0.927842
0.736 0.265706 0.302984 0.927774
0.737 0.265706 0.302984 0.927774
0.738 0.265618 0.303018 0.927674
0.739 0.265618 0.303018 0.927674
0.74 0.265565 0.303059 0.927549
0.741 0.265565 0.303059 0.927549
0.742 0.265536 0.303107 0.927407
0.743 0.265536 0.303107 0.927407
0.744 0.265526 0.303156 0.92726
0.745 0.265526 0.303156 0.92726
0.746 0.265527 0.303203 0.92712
0.747 0.265527 0.303203 0.92712
0.748 0.265535 0.303244 0.926995
0.749 0.265535 0.303244 0.926995
0.75 0.265546 0.303278 0.926893
0.751 0.265546 0.303278 0.926893
0.752 0.265557 0.303304 0.926817
0.753 0.265557 0.303304 0.926817
0.754 0.265566 0.303319 0.926769
0.755 0.265566 0.303319 0.926769
0.756 0.265573 0.303326 0.926748
0.757 0.265573 0.303326 0.926748
0.758 0.265576 0.303325 0.926753
0.759 0.265576 0.303325 0.926753
0.76 0.265575 0.303314 0.926783
0.761 0.265575 0.303314 0.926783
0.762 0.26557 0.303295 0.92684
0.763 0.26557 0.303295 0.92684
0.764 0.265558 0.303267 0.926923
0.765 0.265558 0.303267 0.926923
0.766 0.265541 0.303229 0.927037
0.767 0.265541 0.303229 0.927037
0.768 0.265517 0.30318 0.927181
0.769 0.265517 0.30318 0.927181
0.77 0.265487 0.303122 0.927353
0.771 0.265487 0.303122 0.927353
0.772 0.265452 0.303057 0.927547
0.773 0.265452 0.303057 0.927547
0.774 0.265415 0.30299 0.927749
0.775 0.265415 0.30299 0.927749
0.776 0.26538 0.302925 0.927942
0.777 0.26538 0.302925 0.927942
0.778 0.265351 0.302871 0.928102
0.779 0.265351 0.302871 0.928102
0.78 0.265332 0.302836 0.928209
0.781 0.265332 0.302836 0.928209
0.782 0.265327 0.302825 0.928242
0.783 0.265327 0.302825 0.928242
0.784 0.265335 0.302842 0.928192
0.785 0.265335 0.302842 0.928192
0.786 0.265357 0.302887 0.928059
